Start Time:  04-12-2024 14:41:41          Time Completed:  04-12-2024 15:32:02      Elapsed Time:  00:50:20
Sample ID:     

Experiment:    C:\IDEASVSM\LS_QC\Experiments\MvsH_1\MvsH_1.exp
Data File:     C:\IDEASVSM\LS_QC\LB100_CP2.txt
Plot File:     C:\IDEASVSM\LS_QC\LB100_CP2.oc2
VSM Exp File:  C:\IDEASVSM\LS_QC\Experiments\MvsH_1\MvsH_1.stp
VSM Data File: C:\IDEASVSM\LS_QC\LB100_CP2.dat

***DATA***

Field(G)	 Moment(emu)	
 19000 	 0.00158439 	
 18000 	 0.00164606 	
 17000 	 0.00170343 	
 16000 	 0.00176248 	
 15000 	 0.00182141 	
 14000 	 0.00187971 	
 13000 	 0.00193732 	
 12000 	 0.00199478 	
 11000 	 0.0020519 	
 10000 	 0.00210727 	
 8999.99 	 0.00216408 	
 8000 	 0.00221888 	
 6999.99 	 0.00227362 	
 6000.01 	 0.00232765 	
 5000 	 0.00237833 	
 4000 	 0.00242197 	
 3000.02 	 0.00245554 	
 2000 	 0.00246014 	
 999.993 	 0.00236289 	
 950.002 	 0.00234824 	
 899.997 	 0.00233413 	
 849.988 	 0.00231655 	
 800.001 	 0.00229625 	
 749.999 	 0.00227347 	
 700 	 0.00224642 	
 649.997 	 0.00221488 	
 600.006 	 0.00218071 	
 549.99 	 0.00213651 	
 499.993 	 0.002085 	
 450.004 	 0.00202309 	
 399.992 	 0.00194632 	
 350.021 	 0.00184937 	
 299.986 	 0.00173011 	
 249.996 	 0.00157946 	
 200.007 	 0.00138606 	
 189.996 	 0.00134073 	
 180.01 	 0.00129438 	
 170.001 	 0.0012443 	
 159.991 	 0.00119353 	
 149.998 	 0.00113851 	
 140.005 	 0.00108211 	
 130.004 	 0.00102193 	
 119.997 	 0.000961077 	
 109.997 	 0.000895772 	
 99.9984 	 0.000827692 	
 89.9889 	 0.00075717 	
 80.0007 	 0.00068462 	
 70.0031 	 0.000609465 	
 60.0071 	 0.000530985 	
 49.9969 	 0.000450169 	
 40.0002 	 0.000367271 	
 29.9909 	 0.000282472 	
 19.9942 	 0.000191722 	
 18.0052 	 0.000172063 	
 16.0009 	 0.00015258 	
 13.9999 	 0.000133334 	
 11.9979 	 0.000113017 	
 9.99491 	 0.0000930309 	
 7.99107 	 0.0000736775 	
 6.00081 	 0.0000550414 	
 3.9906 	 0.0000355957 	
 2.00128 	 0.0000172771 	
-0.00452637 	-0.00000150113 	
-1.99971 	-0.0000190491 	
-4.0043 	-0.0000376514 	
-6.00038 	-0.0000564259 	
-8.00623 	-0.0000747481 	
-9.99771 	-0.0000936972 	
-12.0015 	-0.000112687 	
-14.0089 	-0.000132061 	
-15.9964 	-0.000151531 	
-18.0066 	-0.00017106 	
-20.0114 	-0.000189104 	
-30.0033 	-0.000280075 	
-39.9971 	-0.000365764 	
-50.0029 	-0.000448878 	
-60.0031 	-0.000530944 	
-69.9993 	-0.000608725 	
-80.003 	-0.000684239 	
-90.006 	-0.000756993 	
-100.004 	-0.000827385 	
-110.001 	-0.000895051 	
-119.987 	-0.000960413 	
-130.01 	-0.00102206 	
-139.995 	-0.00108244 	
-150.008 	-0.00113942 	
-160.001 	-0.00119407 	
-169.998 	-0.00124624 	
-180.007 	-0.00129487 	
-189.675 	-0.00134024 	
-200.002 	-0.00138683 	
-250.01 	-0.00158116 	
-300.009 	-0.00173215 	
-349.995 	-0.00185132 	
-399.993 	-0.00194548 	
-450.006 	-0.00202341 	
-499.994 	-0.00208445 	
-549.999 	-0.00213633 	
-600.005 	-0.00218027 	
-650.004 	-0.00221648 	
-700.005 	-0.0022472 	
-749.999 	-0.00227366 	
-800.001 	-0.00229683 	
-850.004 	-0.00231544 	
-900.017 	-0.0023339 	
-950 	-0.0023492 	
-1000 	-0.00236293 	
-2000 	-0.00246119 	
-3000.02 	-0.00245571 	
-4000.01 	-0.00242358 	
-5000.02 	-0.00238216 	
-6000.01 	-0.00232755 	
-7000.01 	-0.00227584 	
-8000.04 	-0.00221964 	
-8999.99 	-0.00216315 	
-10000 	-0.00210764 	
-11000 	-0.00205084 	
-12000 	-0.00199482 	
-13000 	-0.00193808 	
-14000 	-0.00187965 	
-15000 	-0.00182343 	
-16000 	-0.00176512 	
-17000 	-0.00170641 	
-18000 	-0.00164847 	
-19000 	-0.0015894 	
-18000 	-0.00164847 	
-17000 	-0.0017079 	
-16000 	-0.00176629 	
-15000 	-0.00182406 	
-14000 	-0.00188194 	
-13000 	-0.00194001 	
-12000 	-0.00199714 	
-11000 	-0.00205408 	
-10000 	-0.00210983 	
-8999.99 	-0.0021653 	
-7999.98 	-0.00221992 	
-7000 	-0.00227361 	
-5999.99 	-0.00232869 	
-4999.98 	-0.00238093 	
-3999.99 	-0.00242398 	
-2999.96 	-0.00245527 	
-1999.99 	-0.00246136 	
-999.994 	-0.00236246 	
-950.004 	-0.00234829 	
-899.995 	-0.00233403 	
-849.21 	-0.00231504 	
-799.993 	-0.00229425 	
-749.996 	-0.0022725 	
-699.997 	-0.00224664 	
-649.999 	-0.00221548 	
-600.001 	-0.00217803 	
-549.997 	-0.00213537 	
-500 	-0.00208328 	
-449.996 	-0.00202114 	
-400.005 	-0.00194505 	
-349.977 	-0.00185061 	
-299.993 	-0.0017309 	
-250.005 	-0.0015802 	
-199.996 	-0.00138614 	
-190 	-0.00134155 	
-180.001 	-0.00129429 	
-169.997 	-0.00124563 	
-159.999 	-0.00119298 	
-149.991 	-0.00113849 	
-139.999 	-0.00108164 	
-130.001 	-0.00102235 	
-119.992 	-0.000960026 	
-110 	-0.000894073 	
-99.988 	-0.000827042 	
-89.9882 	-0.00075722 	
-80.0086 	-0.000683626 	
-70.0101 	-0.000608443 	
-60.0011 	-0.000530267 	
-49.9881 	-0.000448793 	
-40.0036 	-0.000367102 	
-30.0039 	-0.000282066 	
-19.9988 	-0.000192419 	
-17.9959 	-0.000173875 	
-15.9922 	-0.000153555 	
-13.9946 	-0.000134027 	
-11.9915 	-0.000114934 	
-10.0052 	-0.0000954184 	
-7.99677 	-0.0000756256 	
-6.00144 	-0.0000572289 	
-4.00058 	-0.0000377056 	
-1.98682 	-0.0000193558 	
-0.00238499 	-0.000000363902 	
 1.99833 	 0.0000176453 	
 3.99512 	 0.0000360821 	
 5.99598 	 0.0000544267 	
 7.99985 	 0.0000737333 	
 9.99635 	 0.0000931981 	
 12.0035 	 0.000112168 	
 14.001 	 0.000132031 	
 16.0113 	 0.000151552 	
 17.9988 	 0.000170533 	
 19.9972 	 0.000189959 	
 30.0051 	 0.000280377 	
 40.0064 	 0.000366638 	
 50.0108 	 0.000450315 	
 60 	 0.000529661 	
 69.9922 	 0.000608324 	
 80.0078 	 0.000683896 	
 90.0046 	 0.000756953 	
 99.9987 	 0.000827305 	
 110.001 	 0.000894612 	
 119.993 	 0.000959613 	
 130.012 	 0.0010224 	
 140.003 	 0.00108011 	
 149.989 	 0.00113727 	
 159.999 	 0.00119196 	
 169.998 	 0.00124339 	
 180.012 	 0.00129179 	
 190.003 	 0.0013402 	
 200.002 	 0.00138325 	
 250 	 0.00157761 	
 300.01 	 0.00172919 	
 350.01 	 0.00184744 	
 399.998 	 0.00194274 	
 450.006 	 0.00201988 	
 499.994 	 0.00208291 	
 550.008 	 0.00213296 	
 600.008 	 0.0021754 	
 650.002 	 0.00221159 	
 699.998 	 0.00224345 	
 749.996 	 0.00226995 	
 799.997 	 0.00229255 	
 850.006 	 0.00231182 	
 900.004 	 0.00232836 	
 950.002 	 0.00234444 	
 999.996 	 0.00235665 	
 2000.01 	 0.00245548 	
 3000.02 	 0.00244814 	
 4000.02 	 0.00241686 	
 5000 	 0.00237251 	
 6000.02 	 0.00232175 	
 7000.01 	 0.00226645 	
 7999.99 	 0.00221272 	
 9000.01 	 0.00215668 	
 10000 	 0.00210091 	
 11000 	 0.00204511 	
 12000 	 0.0019873 	
 13000 	 0.00193061 	
 14000 	 0.00187293 	
 15000 	 0.00181552 	
 16000 	 0.00175877 	
 17000 	 0.00169928 	
 18000 	 0.00164109 	
 19000 	 0.00158566 	

	
	
