Start Time:  10-12-2024 13:45:09          Time Completed:  10-12-2024 14:34:36      Elapsed Time:  00:49:26
Sample ID:     

Experiment:    C:\IDEASVSM\LS_QC\Experiments\MvsH_1\MvsH_1.exp
Data File:     C:\IDEASVSM\LS_QC\LB97FP.txt
Plot File:     C:\IDEASVSM\LS_QC\LB97FP.oc2
VSM Exp File:  C:\IDEASVSM\LS_QC\Experiments\MvsH_1\MvsH_1.stp
VSM Data File: C:\IDEASVSM\LS_QC\LB97FP.dat

***DATA***

Field(G)	 Moment(emu)	
 19000 	-0.000311033 	
 18000 	-0.000268586 	
 17000 	-0.000225198 	
 16000 	-0.000182624 	
 15000 	-0.000139241 	
 14000 	-0.0000954189 	
 13000 	-0.0000517934 	
 12000 	-0.00000817572 	
 11000 	 0.0000353563 	
 10000 	 0.0000793621 	
 9000.01 	 0.000121741 	
 8000.01 	 0.000166745 	
 6999.99 	 0.000209956 	
 6000 	 0.000253001 	
 4999.99 	 0.000296418 	
 3999.98 	 0.000338996 	
 3000.03 	 0.000379612 	
 2000 	 0.000420797 	
 999.989 	 0.000452759 	
 950.004 	 0.000453413 	
 899.994 	 0.000450869 	
 850.001 	 0.000452406 	
 799.999 	 0.000452444 	
 749.991 	 0.00045383 	
 700.007 	 0.000454124 	
 649.995 	 0.000449072 	
 600.002 	 0.000448263 	
 549.995 	 0.000443175 	
 499.992 	 0.000442163 	
 449.989 	 0.000437064 	
 400 	 0.000430181 	
 350.015 	 0.000420473 	
 300.001 	 0.000410718 	
 249.997 	 0.000395386 	
 199.996 	 0.000373624 	
 190.003 	 0.000367503 	
 180.01 	 0.000362178 	
 169.991 	 0.000356626 	
 159.998 	 0.000350175 	
 149.994 	 0.000341488 	
 139.998 	 0.000331993 	
 130.002 	 0.000323646 	
 120.001 	 0.000313214 	
 109.997 	 0.000299864 	
 99.9968 	 0.000286622 	
 89.9956 	 0.000271188 	
 79.9969 	 0.000253413 	
 69.9923 	 0.000234128 	
 59.9996 	 0.000213552 	
 49.9961 	 0.000188975 	
 40.0076 	 0.000158607 	
 30.0034 	 0.000125777 	
 19.9952 	 0.0000879215 	
 17.9969 	 0.0000791003 	
 15.9977 	 0.0000701492 	
 14.0003 	 0.000062113 	
 11.9986 	 0.0000526167 	
 9.99705 	 0.0000440119 	
 7.99423 	 0.0000349038 	
 6.0073 	 0.0000250416 	
 3.99896 	 0.0000152651 	
 1.99645 	 0.00000551769 	
 0.00148249 	-0.00000379935 	
-1.99932 	-0.0000137605 	
-3.99907 	-0.0000235043 	
-5.99523 	-0.0000326208 	
-7.99676 	-0.0000422351 	
-9.99378 	-0.000051582 	
-12.0049 	-0.0000602952 	
-14.0088 	-0.0000700408 	
-15.9859 	-0.0000778304 	
-18.0026 	-0.0000869353 	
-20.0067 	-0.0000942615 	
-30.0038 	-0.000131145 	
-40.008 	-0.000163951 	
-49.9983 	-0.000193245 	
-60.0045 	-0.000218312 	
-70.0041 	-0.000238509 	
-79.9997 	-0.000257882 	
-90.006 	-0.000274844 	
-100.002 	-0.000288616 	
-109.998 	-0.000302731 	
-119.997 	-0.000317111 	
-129.996 	-0.000327477 	
-139.996 	-0.000336465 	
-149.997 	-0.000346346 	
-160.001 	-0.000353506 	
-170.011 	-0.000359265 	
-179.997 	-0.000366833 	
-189.994 	-0.000373345 	
-200.001 	-0.000376687 	
-250.003 	-0.000395366 	
-300 	-0.000410712 	
-350.002 	-0.000419085 	
-399.998 	-0.000428486 	
-449.991 	-0.000433768 	
-499.999 	-0.000437656 	
-549.998 	-0.000440368 	
-599.998 	-0.000441642 	
-650.008 	-0.000442455 	
-699.997 	-0.000443774 	
-750.005 	-0.000444997 	
-799.997 	-0.000445886 	
-850.003 	-0.000444304 	
-899.999 	-0.000444453 	
-949.998 	-0.000442489 	
-1000 	-0.000443052 	
-2000 	-0.000410127 	
-3000.02 	-0.000370486 	
-4000.01 	-0.000329374 	
-5000.02 	-0.000286217 	
-6000 	-0.000243377 	
-6999.99 	-0.000200805 	
-8000.01 	-0.0001572 	
-9000.01 	-0.00011349 	
-10000 	-0.0000708715 	
-11000 	-0.0000272307 	
-12000 	 0.0000161986 	
-13000 	 0.0000578874 	
-14000 	 0.000100321 	
-15000 	 0.000144991 	
-16000 	 0.000187565 	
-17000 	 0.000230425 	
-18000 	 0.000273344 	
-19000 	 0.000315875 	
-18000 	 0.000272717 	
-17000 	 0.000229736 	
-16000 	 0.00018635 	
-15000 	 0.000142052 	
-14000 	 0.000098566 	
-13000 	 0.0000553305 	
-12000 	 0.0000124865 	
-11000 	-0.0000301447 	
-9999.99 	-0.0000740977 	
-9000 	-0.00011657 	
-8000.01 	-0.000160646 	
-6999.96 	-0.000203022 	
-6000 	-0.000246008 	
-4999.99 	-0.00028984 	
-4000 	-0.00033133 	
-2999.96 	-0.000374132 	
-1999.99 	-0.000414512 	
-999.997 	-0.000445547 	
-950.005 	-0.000445882 	
-899.996 	-0.00044624 	
-849.999 	-0.000447306 	
-800.004 	-0.000448116 	
-750 	-0.000446228 	
-699.995 	-0.000444805 	
-649.997 	-0.000444805 	
-600 	-0.000441721 	
-549.997 	-0.000439552 	
-500.001 	-0.000437893 	
-450.001 	-0.000433419 	
-399.993 	-0.000427036 	
-349.976 	-0.000417607 	
-300 	-0.000408029 	
-250.006 	-0.000392341 	
-199.998 	-0.000371972 	
-189.993 	-0.000366679 	
-179.999 	-0.000360057 	
-170.001 	-0.000352351 	
-159.997 	-0.000346787 	
-149.989 	-0.000338976 	
-140.006 	-0.000331202 	
-130.005 	-0.000321096 	
-119.993 	-0.00030877 	
-110 	-0.00029834 	
-99.9976 	-0.000284152 	
-90.004 	-0.000269289 	
-79.9925 	-0.000251983 	
-69.998 	-0.000233264 	
-60.0082 	-0.000211057 	
-49.996 	-0.000186018 	
-40.0041 	-0.000158324 	
-30.0027 	-0.000125062 	
-20.0059 	-0.0000870882 	
-18.0015 	-0.0000802046 	
-15.9904 	-0.0000702726 	
-13.9998 	-0.0000621283 	
-11.9976 	-0.000053679 	
-9.99574 	-0.0000439994 	
-7.99882 	-0.0000345194 	
-5.9982 	-0.0000253972 	
-4.00145 	-0.0000159713 	
-1.99827 	-0.00000607566 	
-0.00382374 	 0.00000280763 	
 2.00663 	 0.000013061 	
 3.9998 	 0.0000224597 	
 5.99648 	 0.0000322235 	
 8.00142 	 0.0000411187 	
 9.9945 	 0.000050447 	
 11.9995 	 0.000059576 	
 14.0001 	 0.0000679154 	
 16.0004 	 0.0000769381 	
 17.9992 	 0.0000854534 	
 20.0039 	 0.0000931284 	
 29.9961 	 0.000129717 	
 40.0048 	 0.000161852 	
 49.9972 	 0.000190799 	
 59.9979 	 0.000213851 	
 70.0015 	 0.000236864 	
 80.0031 	 0.000253667 	
 90.0014 	 0.000271668 	
 100.006 	 0.000286107 	
 109.992 	 0.000299962 	
 120 	 0.000311199 	
 129.997 	 0.000321335 	
 139.99 	 0.000330931 	
 150.003 	 0.000341256 	
 160.005 	 0.00034767 	
 169.998 	 0.000355365 	
 180.004 	 0.000361593 	
 189.998 	 0.000366827 	
 200.005 	 0.000371948 	
 250.007 	 0.000391271 	
 300.008 	 0.000404821 	
 349.999 	 0.000412229 	
 400.008 	 0.000420676 	
 449.997 	 0.000426537 	
 500.004 	 0.000430665 	
 550.013 	 0.000434881 	
 600.008 	 0.000436648 	
 649.998 	 0.000438253 	
 699.996 	 0.000438261 	
 750.001 	 0.000439824 	
 800.005 	 0.000440253 	
 849.996 	 0.00043892 	
 900.002 	 0.000439429 	
 950.018 	 0.000439052 	
 1000.01 	 0.000438146 	
 2000.01 	 0.000406796 	
 3000.01 	 0.000365695 	
 4000 	 0.000324407 	
 5000.03 	 0.000282311 	
 6000.01 	 0.000237702 	
 7000.02 	 0.000194948 	
 8000 	 0.000152065 	
 8999.98 	 0.0001081 	
 10000 	 0.0000647823 	
 11000 	 0.000023568 	
 12000 	-0.0000203884 	
 13000 	-0.0000654921 	
 14000 	-0.000108685 	
